Date,Number of patient,Treatment,Drug,Insurance avg Cost,Patient avg Cost
3/26/2016,124,T58,D67,319,668
3/26/2016,9,T86,D11,541,696
3/26/2016,67,T69,D47,587,698
3/26/2016,52,T17,D91,233,347
3/26/2016,9,T88,D83,546,694
3/26/2016,70,T96,D71,293,385
3/26/2016,36,T25,D54,661,547
3/26/2016,3,T32,D11,251,454
3/26/2016,196,T15,D25,325,380
3/26/2016,168,T40,D96,351,528
3/26/2016,170,T55,D73,573,315
3/26/2016,180,T37,D62,354,271
3/26/2016,36,T4,D30,608,699
3/26/2016,73,T93,D50,325,395
3/26/2016,158,T93,D79,257,575
3/26/2016,184,T86,D56,690,223
3/26/2016,125,T24,D40,311,726
3/26/2016,82,T77,D31,405,474
3/26/2016,93,T39,D94,359,780
3/26/2016,122,T98,D43,523,389
3/26/2016,45,T26,D67,262,556
3/26/2016,35,T72,D47,744,212
3/26/2016,154,T32,D6,481,270
3/26/2016,122,T90,D57,452,759
3/26/2016,34,T59,D64,564,724
3/26/2016,44,T49,D16,676,287
3/26/2016,165,T31,D56,486,276
3/26/2016,120,T34,D55,799,521
3/26/2016,195,T57,D38,754,621
3/26/2016,79,T89,D73,376,633
3/26/2016,186,T54,D57,691,360
3/26/2016,192,T66,D17,545,749
3/26/2016,110,T26,D28,424,706
3/26/2016,171,T38,D55,505,800
3/26/2016,190,T28,D55,621,631
3/26/2016,111,T21,D54,411,355
3/26/2016,197,T77,D94,247,201
3/26/2016,104,T71,D22,659,757
3/26/2016,64,T97,D17,664,285
3/26/2016,10,T66,D93,648,635
3/26/2016,176,T67,D84,591,645
3/26/2016,38,T63,D9,330,317
3/26/2016,157,T87,D60,597,391
3/26/2016,167,T99,D41,539,492
3/26/2016,75,T5,D11,610,325
3/26/2016,114,T52,D4,369,445
3/26/2016,129,T88,D26,685,658
3/26/2016,44,T84,D94,582,434
3/26/2016,26,T13,D95,695,204
3/26/2016,41,T38,D57,269,218
3/26/2016,51,T67,D32,537,397
3/26/2016,98,T60,D87,421,209
3/26/2016,93,T89,D89,375,767
3/25/2016,120,T21,D27,309,572
3/25/2016,165,T90,D19,487,638
3/25/2016,153,T87,D61,586,622
3/25/2016,129,T20,D74,263,799
3/25/2016,191,T2,D68,685,379
3/25/2016,83,T1,D19,212,313
3/25/2016,112,T52,D5,550,749
3/25/2016,1,T10,D98,526,620
3/25/2016,123,T14,D33,367,284
3/25/2016,164,T92,D93,334,622
3/25/2016,39,T44,D79,726,446
3/25/2016,5,T13,D42,666,665
3/25/2016,59,T88,D76,530,212
3/25/2016,134,T34,D57,221,273
3/25/2016,155,T21,D44,598,441
3/25/2016,39,T93,D24,309,767
3/25/2016,95,T80,D36,534,288
3/25/2016,150,T24,D19,470,374
3/25/2016,168,T58,D55,446,258
3/25/2016,49,T39,D10,286,385
3/25/2016,141,T72,D3,382,617
3/25/2016,111,T41,D72,552,557
3/25/2016,137,T86,D32,615,432
3/25/2016,196,T95,D1,320,247
3/25/2016,65,T32,D39,534,768
3/25/2016,4,T89,D65,230,724
3/25/2016,1,T97,D83,294,535
3/25/2016,60,T98,D47,364,630
3/25/2016,192,T10,D15,342,394
3/25/2016,43,T57,D8,542,627
3/25/2016,104,T37,D77,312,667
3/25/2016,170,T60,D80,483,472
3/25/2016,194,T77,D62,557,774
3/25/2016,86,T44,D24,481,728
3/25/2016,179,T68,D12,271,665
3/25/2016,77,T84,D46,794,557
3/25/2016,46,T5,D5,728,291
3/25/2016,121,T20,D8,687,599
3/25/2016,140,T15,D97,400,540
3/25/2016,29,T29,D51,324,568
3/25/2016,195,T50,D76,769,703
3/25/2016,70,T27,D63,349,686
3/25/2016,122,T50,D47,498,333
3/25/2016,161,T46,D33,272,661
3/25/2016,50,T49,D46,788,404
3/25/2016,56,T39,D64,217,575
3/25/2016,175,T86,D34,413,464
3/25/2016,17,T35,D63,615,740
3/25/2016,36,T63,D26,724,696
3/25/2016,154,T8,D78,504,434
3/25/2016,158,T83,D93,315,451
3/25/2016,193,T4,D11,301,447
3/25/2016,4,T97,D99,411,719
3/25/2016,54,T10,D40,625,651
3/25/2016,88,T82,D55,316,721
3/25/2016,53,T59,D70,232,645
3/25/2016,71,T60,D93,401,641
3/25/2016,37,T9,D64,382,791
3/25/2016,142,T49,D38,483,662
3/25/2016,163,T65,D3,270,563
3/25/2016,52,T3,D18,458,440
3/25/2016,62,T98,D24,569,644
3/25/2016,27,T89,D40,563,511
3/25/2016,160,T60,D95,203,674
3/25/2016,56,T75,D63,315,344
3/25/2016,95,T5,D52,777,538
3/25/2016,60,T90,D3,631,226
3/25/2016,48,T78,D8,715,742
3/25/2016,82,T68,D79,351,410
3/25/2016,21,T70,D74,275,792
3/25/2016,120,T75,D30,287,288
3/25/2016,86,T27,D82,594,788
3/25/2016,156,T96,D2,314,396
3/25/2016,107,T94,D8,389,470
3/25/2016,35,T20,D4,730,375
3/25/2016,193,T82,D29,674,520
3/25/2016,97,T55,D13,749,663
3/25/2016,194,T95,D11,716,586
3/25/2016,5,T12,D88,712,349
3/25/2016,22,T89,D63,490,402
3/25/2016,51,T46,D21,316,739
3/25/2016,45,T24,D67,537,758
3/25/2016,123,T73,D62,315,270
3/25/2016,67,T15,D22,462,315
3/25/2016,124,T69,D10,310,799
3/25/2016,167,T98,D33,230,625
3/25/2016,133,T66,D53,348,715
3/25/2016,183,T15,D24,709,773
3/25/2016,157,T15,D92,313,402
3/25/2016,129,T92,D47,504,723
3/25/2016,15,T20,D19,238,350
3/25/2016,114,T77,D29,550,553
3/25/2016,122,T24,D52,254,262
3/25/2016,47,T63,D40,348,441
3/25/2016,42,T30,D55,732,724
3/25/2016,47,T31,D69,312,576
3/25/2016,156,T8,D75,413,588
3/25/2016,174,T3,D1,246,533
3/25/2016,72,T49,D31,548,489
3/25/2016,128,T98,D100,507,225
3/25/2016,187,T34,D55,249,390
3/25/2016,67,T8,D45,418,539
3/25/2016,110,T66,D89,574,395
3/25/2016,102,T34,D17,452,660
3/25/2016,37,T90,D47,298,235
3/25/2016,36,T53,D20,362,227
3/25/2016,175,T98,D62,587,533
3/24/2016,76,T4,D97,616,248
3/24/2016,62,T12,D15,308,683
3/24/2016,87,T69,D67,365,589
3/24/2016,191,T98,D96,427,682
3/24/2016,96,T37,D92,270,736
3/24/2016,148,T68,D73,692,256
3/24/2016,132,T60,D8,239,628
3/24/2016,82,T77,D60,230,313
3/24/2016,187,T18,D66,678,409
3/24/2016,53,T16,D40,646,478
3/24/2016,139,T24,D44,251,227
3/24/2016,29,T80,D49,317,367
3/24/2016,24,T97,D6,361,681
3/24/2016,24,T58,D62,392,510
3/24/2016,40,T3,D93,496,556
3/24/2016,21,T76,D96,688,393
3/24/2016,133,T19,D50,434,617
3/24/2016,130,T55,D13,313,449
3/24/2016,7,T53,D35,301,493
3/24/2016,13,T63,D13,654,524
3/24/2016,147,T46,D28,557,432
3/24/2016,8,T2,D31,416,283
3/24/2016,28,T73,D72,580,713
3/24/2016,157,T5,D50,549,304
3/24/2016,39,T26,D76,219,266
3/24/2016,105,T73,D15,395,586
3/24/2016,7,T26,D15,570,348
3/24/2016,156,T17,D98,206,418
3/24/2016,91,T37,D21,590,677
3/24/2016,38,T27,D15,657,219
3/24/2016,171,T9,D1,546,295
3/24/2016,187,T73,D92,304,473
3/24/2016,70,T90,D20,674,286
3/24/2016,136,T86,D42,690,770
3/24/2016,75,T39,D95,461,732
3/24/2016,28,T28,D94,522,293
3/24/2016,100,T96,D88,371,237
3/24/2016,180,T85,D11,284,798
3/24/2016,103,T12,D55,486,489
3/24/2016,5,T1,D43,265,420
3/24/2016,87,T60,D54,643,532
3/24/2016,150,T71,D92,693,380
3/24/2016,141,T5,D35,279,478
3/24/2016,90,T50,D21,757,757
3/24/2016,51,T11,D59,266,628
3/24/2016,117,T50,D88,684,796
3/24/2016,91,T36,D76,754,269
3/24/2016,171,T40,D1,575,418
3/24/2016,122,T34,D81,354,305
3/24/2016,125,T22,D77,703,620
3/24/2016,3,T94,D79,739,624
3/24/2016,80,T98,D44,637,445
3/24/2016,144,T66,D24,276,534
3/24/2016,51,T22,D20,521,302
3/24/2016,7,T49,D94,332,735
3/24/2016,177,T65,D17,548,710
3/24/2016,87,T76,D91,568,276
3/24/2016,53,T19,D92,787,552
3/24/2016,56,T62,D46,260,628
3/24/2016,9,T33,D27,368,317
3/24/2016,137,T8,D82,200,281
3/24/2016,87,T65,D37,347,335
3/24/2016,98,T50,D96,220,387
3/24/2016,9,T7,D12,644,333
3/24/2016,14,T15,D36,421,555
3/24/2016,78,T3,D80,700,392
3/24/2016,135,T88,D75,650,423
3/24/2016,154,T75,D1,768,644
3/24/2016,89,T5,D93,648,608
3/24/2016,61,T86,D33,244,404
3/24/2016,29,T99,D41,610,285
3/24/2016,4,T100,D3,279,604
3/24/2016,139,T36,D95,651,399
3/24/2016,27,T15,D59,626,799
3/24/2016,31,T42,D15,367,354
3/24/2016,165,T80,D21,303,639
3/24/2016,79,T47,D27,759,455
3/24/2016,181,T27,D70,653,690
3/24/2016,121,T82,D44,538,407
3/24/2016,32,T66,D48,597,738
3/24/2016,104,T17,D99,327,777
3/24/2016,199,T50,D93,468,349
3/24/2016,54,T58,D93,694,301
3/24/2016,79,T83,D36,269,447
3/24/2016,65,T50,D52,639,787
3/24/2016,166,T60,D58,726,272
3/24/2016,62,T69,D19,616,692
3/24/2016,68,T44,D68,461,560
3/24/2016,17,T2,D92,731,486
3/24/2016,17,T39,D88,793,462
3/24/2016,14,T81,D77,229,305
3/24/2016,10,T98,D97,629,224
3/24/2016,4,T62,D75,463,605
3/24/2016,32,T14,D93,336,311
3/24/2016,38,T8,D70,408,220
3/24/2016,61,T8,D68,540,527
3/24/2016,111,T55,D68,546,427
3/24/2016,1,T51,D36,236,733
3/24/2016,160,T55,D28,400,566
3/24/2016,168,T87,D4,750,661
3/24/2016,167,T26,D11,413,311
3/24/2016,157,T10,D76,457,604
3/24/2016,194,T31,D81,604,670
3/24/2016,115,T48,D29,722,724
3/24/2016,10,T95,D98,720,256
3/24/2016,112,T40,D78,466,543
3/24/2016,104,T35,D77,658,493
3/24/2016,3,T98,D97,400,329
3/24/2016,136,T31,D100,670,341
3/24/2016,103,T31,D18,484,713
3/24/2016,50,T26,D79,426,343
3/24/2016,35,T36,D70,451,440
3/23/2016,25,T68,D43,521,706
3/23/2016,112,T86,D87,420,710
3/23/2016,70,T50,D67,681,602
3/23/2016,23,T12,D70,355,253
3/23/2016,167,T35,D81,655,375
3/23/2016,81,T68,D12,586,651
3/23/2016,143,T60,D15,221,697
3/23/2016,32,T3,D99,240,773
3/23/2016,26,T2,D43,566,530
3/23/2016,79,T5,D38,761,327
3/23/2016,132,T33,D55,407,714
3/23/2016,184,T78,D95,780,376
3/23/2016,62,T64,D91,385,491
3/23/2016,79,T58,D86,661,799
3/23/2016,31,T79,D86,202,269
3/23/2016,108,T76,D8,301,764
3/23/2016,146,T47,D3,251,254
3/23/2016,33,T83,D20,451,306
3/23/2016,35,T32,D21,589,237
3/23/2016,92,T20,D76,673,395
3/23/2016,114,T47,D68,209,346
3/23/2016,183,T85,D5,265,223
3/23/2016,115,T16,D10,625,404
3/23/2016,147,T67,D85,359,795
3/23/2016,142,T32,D45,662,738
3/23/2016,70,T22,D46,225,380
3/23/2016,49,T36,D79,326,441
3/23/2016,34,T17,D20,373,687
3/23/2016,161,T75,D37,213,736
3/23/2016,85,T35,D78,646,282
3/23/2016,170,T55,D57,570,741
3/23/2016,96,T14,D87,611,229
3/23/2016,133,T8,D49,667,257
3/23/2016,148,T80,D55,645,572
3/23/2016,190,T19,D99,338,557
3/23/2016,180,T45,D44,314,553
3/23/2016,33,T52,D24,560,540
3/23/2016,121,T43,D68,468,544
3/23/2016,187,T72,D76,769,747
3/23/2016,16,T21,D29,685,718
3/23/2016,43,T34,D37,544,643
3/23/2016,137,T33,D48,455,340
3/23/2016,16,T73,D83,650,477
3/23/2016,96,T63,D64,259,497
3/23/2016,82,T42,D97,211,590
3/23/2016,75,T46,D48,735,276
3/23/2016,48,T23,D31,608,704
3/23/2016,163,T32,D68,235,224
3/23/2016,48,T60,D13,695,549
3/23/2016,118,T73,D72,245,359
3/23/2016,12,T3,D70,606,690
3/23/2016,41,T28,D64,600,214
3/23/2016,100,T45,D95,612,447
3/23/2016,173,T42,D14,652,733
3/23/2016,101,T49,D66,465,540
3/23/2016,128,T65,D9,603,670
3/23/2016,175,T65,D14,569,284
3/23/2016,156,T80,D12,585,470
3/23/2016,129,T3,D31,734,521
3/23/2016,89,T34,D35,543,684
3/23/2016,196,T23,D11,261,747
3/23/2016,110,T34,D22,469,235
3/23/2016,86,T26,D85,294,675
3/23/2016,22,T68,D63,650,793
3/23/2016,22,T21,D52,320,263
3/23/2016,146,T64,D34,202,664
3/23/2016,30,T2,D98,341,323
3/23/2016,27,T59,D29,276,782
3/23/2016,70,T43,D1,498,471
3/23/2016,192,T79,D54,651,768
3/23/2016,16,T50,D86,346,540
3/23/2016,183,T15,D92,307,337
3/23/2016,65,T75,D51,328,347
3/23/2016,129,T8,D94,241,495
3/23/2016,192,T17,D3,644,453
3/23/2016,131,T29,D58,513,433
3/23/2016,51,T25,D85,440,577
3/23/2016,108,T3,D96,684,528
3/23/2016,62,T84,D87,307,416
3/23/2016,6,T40,D63,225,209
3/23/2016,40,T11,D89,768,216
3/23/2016,18,T2,D67,479,265
3/23/2016,62,T21,D77,659,675
3/23/2016,140,T62,D6,280,564
3/23/2016,48,T99,D70,763,220
3/23/2016,118,T42,D20,574,795
3/23/2016,196,T23,D9,304,312
3/23/2016,87,T30,D31,510,693
3/23/2016,64,T80,D30,613,228
3/23/2016,33,T47,D92,596,306
3/23/2016,107,T40,D67,386,429
3/23/2016,41,T26,D71,741,206
3/23/2016,142,T54,D1,794,672
3/23/2016,125,T44,D18,766,324
3/23/2016,145,T51,D34,250,662
3/23/2016,178,T48,D78,228,639
3/23/2016,9,T51,D71,482,498
3/23/2016,123,T42,D97,377,463
3/23/2016,104,T81,D24,643,222
3/23/2016,71,T49,D6,350,761
3/23/2016,45,T42,D32,532,586
3/23/2016,89,T98,D46,215,370
3/23/2016,37,T47,D22,418,750
3/23/2016,175,T93,D39,385,539
3/23/2016,110,T16,D11,572,451
3/23/2016,37,T69,D72,683,303
3/23/2016,62,T28,D29,612,581
3/23/2016,98,T67,D59,729,789
3/23/2016,13,T7,D43,283,556
3/23/2016,195,T78,D100,793,564
3/23/2016,97,T58,D83,562,419
3/23/2016,169,T49,D60,601,627
3/23/2016,180,T59,D26,613,785
3/23/2016,40,T71,D94,336,674
3/23/2016,136,T83,D6,270,521
3/23/2016,103,T18,D56,337,388
3/23/2016,59,T75,D86,637,482
3/23/2016,76,T73,D21,603,372
3/22/2016,174,T63,D62,239,286
3/22/2016,127,T89,D45,449,470
3/22/2016,180,T30,D51,339,564
3/22/2016,162,T37,D5,521,646
3/22/2016,33,T57,D35,650,545
3/22/2016,3,T27,D58,335,586
3/22/2016,93,T15,D13,414,252
3/22/2016,46,T12,D79,462,286
3/22/2016,114,T40,D68,623,317
3/22/2016,188,T25,D50,460,468
3/22/2016,153,T51,D51,596,275
3/22/2016,93,T11,D44,402,606
3/22/2016,20,T94,D35,766,416
3/22/2016,148,T30,D12,205,585
3/22/2016,56,T12,D92,492,440
3/22/2016,25,T64,D66,428,300
3/22/2016,25,T70,D20,442,648
3/22/2016,177,T23,D48,349,490
3/22/2016,131,T41,D27,360,531
3/22/2016,58,T89,D39,269,533
3/22/2016,125,T85,D50,463,332
3/22/2016,191,T25,D3,471,581
3/22/2016,140,T54,D39,273,485
3/22/2016,195,T96,D27,325,242
3/22/2016,174,T12,D77,675,732
3/22/2016,136,T36,D70,440,212
3/22/2016,108,T91,D44,424,505
3/22/2016,37,T71,D65,430,525
3/22/2016,1,T4,D31,357,628
3/22/2016,1,T41,D2,312,575
3/22/2016,136,T67,D14,523,314
3/22/2016,79,T86,D46,299,473
3/22/2016,4,T1,D49,281,336
3/22/2016,33,T87,D36,320,519
3/22/2016,17,T2,D77,268,723
3/22/2016,188,T34,D49,287,408
3/22/2016,34,T12,D44,218,383
3/22/2016,48,T7,D44,676,527
3/22/2016,156,T72,D40,645,430
3/22/2016,151,T73,D32,271,320
3/22/2016,19,T48,D79,532,531
3/22/2016,82,T52,D9,218,506
3/22/2016,165,T7,D8,562,349
3/22/2016,158,T14,D54,486,236
3/22/2016,35,T61,D41,459,671
3/22/2016,36,T77,D20,774,588
3/22/2016,95,T61,D80,299,436
3/22/2016,39,T60,D45,579,499
3/22/2016,11,T9,D100,655,347
3/22/2016,153,T24,D52,734,418
3/22/2016,12,T34,D63,680,556
3/22/2016,197,T92,D45,618,699
3/22/2016,183,T77,D89,495,655
3/22/2016,14,T79,D33,508,677
3/22/2016,84,T81,D38,675,680
3/22/2016,68,T21,D38,234,774
3/22/2016,163,T12,D25,684,564
3/22/2016,129,T41,D80,582,666
3/22/2016,164,T7,D44,305,418
3/22/2016,45,T69,D70,703,248
3/22/2016,90,T23,D63,800,569
3/22/2016,84,T35,D84,271,537
3/22/2016,64,T27,D37,483,606
3/22/2016,182,T31,D71,279,492
3/22/2016,114,T81,D46,687,574
3/22/2016,60,T30,D15,558,274
3/22/2016,43,T96,D7,762,718
3/22/2016,187,T18,D30,383,202
3/22/2016,75,T12,D34,334,536
3/22/2016,87,T4,D94,233,217
3/22/2016,197,T61,D81,239,413
3/22/2016,59,T96,D67,243,372
3/22/2016,52,T86,D19,440,444
3/22/2016,86,T87,D83,323,530
3/22/2016,50,T94,D75,632,272
3/22/2016,53,T1,D69,257,286
3/22/2016,62,T29,D25,688,451
3/22/2016,119,T98,D94,675,496
3/22/2016,137,T70,D44,681,224
3/22/2016,66,T26,D4,205,623
3/22/2016,67,T40,D90,460,376
3/22/2016,121,T55,D70,477,478
3/22/2016,62,T94,D73,645,745
3/22/2016,116,T58,D37,214,609
3/22/2016,198,T47,D42,506,514
3/22/2016,184,T64,D86,329,758
3/22/2016,184,T54,D60,482,388
3/22/2016,46,T36,D38,435,742
3/22/2016,192,T34,D44,573,400
3/22/2016,28,T88,D74,209,355
3/22/2016,41,T4,D97,218,448
3/22/2016,65,T11,D27,625,675
3/22/2016,4,T8,D71,578,406
3/22/2016,113,T93,D57,752,533
3/22/2016,61,T69,D55,535,748
3/22/2016,87,T56,D19,665,348
3/22/2016,130,T79,D5,526,285
3/22/2016,33,T77,D42,670,487
3/22/2016,11,T20,D26,560,389
3/22/2016,49,T78,D69,424,629
3/22/2016,167,T23,D22,393,531
3/22/2016,194,T70,D96,580,677
3/22/2016,108,T56,D36,351,768
3/22/2016,83,T17,D18,479,418
3/22/2016,150,T54,D91,515,225
3/22/2016,150,T41,D21,752,461
3/22/2016,153,T51,D52,398,324
3/22/2016,52,T41,D69,634,663
3/22/2016,159,T19,D85,648,671
3/22/2016,172,T35,D26,774,497
3/22/2016,150,T99,D72,641,342
3/22/2016,100,T44,D80,791,201
3/22/2016,71,T75,D46,440,269
3/22/2016,106,T33,D86,457,425
3/22/2016,191,T86,D25,235,666
3/22/2016,78,T17,D88,386,478
3/22/2016,36,T55,D63,768,726
3/22/2016,177,T15,D23,659,378
3/22/2016,120,T12,D60,788,422
3/22/2016,22,T93,D75,477,420
3/22/2016,53,T15,D51,450,587
3/22/2016,20,T92,D68,648,200
3/22/2016,181,T75,D50,385,431
3/22/2016,57,T93,D35,401,352
3/22/2016,115,T17,D49,656,349
3/21/2016,118,T21,D46,257,603
3/21/2016,73,T87,D79,596,205
3/21/2016,58,T98,D54,270,734
3/21/2016,53,T53,D6,633,218
3/21/2016,184,T4,D21,441,239
3/21/2016,19,T95,D37,800,621
3/21/2016,110,T63,D65,415,745
3/21/2016,84,T48,D65,328,446
3/21/2016,95,T91,D78,303,702
3/21/2016,95,T95,D55,215,786
3/21/2016,188,T20,D9,358,645
3/21/2016,163,T26,D45,245,420
3/21/2016,75,T56,D2,770,285
3/21/2016,192,T14,D31,445,330
3/21/2016,76,T87,D45,472,550
3/21/2016,170,T57,D93,334,259
3/21/2016,58,T93,D86,672,726
3/21/2016,42,T83,D15,526,607
3/21/2016,7,T43,D43,211,274
3/21/2016,70,T48,D34,233,616
3/21/2016,162,T81,D66,668,210
3/21/2016,8,T32,D16,516,247
3/21/2016,67,T50,D39,574,317
3/21/2016,77,T72,D54,331,664
3/21/2016,10,T31,D10,367,342
3/21/2016,190,T51,D67,514,361
3/21/2016,86,T6,D37,308,630
3/21/2016,107,T47,D22,317,447
3/21/2016,122,T91,D71,353,690
3/21/2016,20,T21,D97,475,611
3/21/2016,136,T58,D21,428,717
3/21/2016,65,T54,D61,625,248
3/21/2016,193,T75,D50,677,759
3/21/2016,132,T56,D46,449,727
3/21/2016,108,T46,D99,731,483
3/21/2016,29,T77,D44,732,680
3/21/2016,85,T39,D53,311,631
3/21/2016,185,T92,D19,632,420
3/21/2016,84,T68,D34,343,662
3/21/2016,175,T9,D32,687,522
3/21/2016,105,T64,D80,551,735
3/21/2016,48,T67,D4,429,253
3/21/2016,2,T62,D45,564,316
3/21/2016,119,T4,D27,222,288
3/21/2016,172,T29,D10,738,446
3/21/2016,187,T13,D76,547,401
3/21/2016,176,T84,D40,729,507
3/21/2016,61,T60,D24,427,447
3/21/2016,24,T44,D12,406,614
3/21/2016,127,T60,D65,406,634
3/21/2016,42,T88,D48,522,582
3/21/2016,46,T96,D74,311,663
3/21/2016,185,T6,D53,586,666
3/21/2016,1,T29,D65,763,589
3/21/2016,90,T44,D19,617,448
3/21/2016,157,T76,D22,442,427
3/21/2016,149,T67,D27,278,379
3/21/2016,157,T61,D9,410,692
3/21/2016,31,T76,D39,356,264
3/21/2016,134,T35,D97,488,612
3/21/2016,8,T74,D61,386,321
3/21/2016,20,T83,D32,799,447
3/21/2016,64,T32,D8,747,482
3/21/2016,143,T30,D84,412,206
3/21/2016,83,T90,D73,313,726
3/21/2016,49,T86,D49,314,355
3/21/2016,89,T30,D50,222,523
3/21/2016,3,T79,D43,237,670
3/21/2016,52,T97,D44,794,744
3/21/2016,88,T71,D76,393,708
3/21/2016,60,T73,D41,220,233
3/21/2016,194,T22,D68,573,662
3/21/2016,77,T42,D14,218,399
3/21/2016,141,T22,D73,798,618
3/21/2016,179,T82,D2,712,382
3/21/2016,136,T74,D53,499,342
3/21/2016,66,T69,D62,791,267
3/21/2016,132,T74,D57,244,454
3/21/2016,3,T6,D76,770,542
3/21/2016,45,T9,D48,260,787
3/21/2016,160,T70,D94,417,330
3/21/2016,54,T63,D30,429,764
3/21/2016,153,T16,D98,701,523
3/21/2016,63,T57,D69,363,572
3/21/2016,164,T68,D78,388,601
3/21/2016,133,T88,D37,275,765
3/21/2016,108,T96,D28,697,413
3/21/2016,127,T41,D10,758,395
3/21/2016,140,T93,D15,548,751
3/21/2016,196,T88,D44,294,292
3/21/2016,66,T100,D53,294,321
3/21/2016,171,T29,D66,470,557
3/21/2016,108,T73,D94,676,319
3/21/2016,76,T17,D5,718,242
3/20/2016,151,T24,D98,224,618
3/20/2016,127,T8,D97,410,346
3/20/2016,67,T79,D93,363,504
3/20/2016,137,T39,D17,767,296
3/20/2016,36,T53,D56,473,612
3/20/2016,168,T50,D42,755,470
3/20/2016,166,T26,D98,767,601
3/20/2016,132,T94,D77,703,784
3/20/2016,29,T71,D45,431,731
3/20/2016,170,T42,D46,431,520
3/20/2016,158,T9,D90,296,336
3/20/2016,15,T31,D45,321,750
3/20/2016,8,T44,D72,249,586
3/20/2016,8,T22,D26,507,493
3/20/2016,1,T100,D22,689,643
3/20/2016,59,T14,D84,496,317
3/20/2016,22,T70,D59,516,389
3/20/2016,131,T12,D7,418,315
3/20/2016,170,T81,D44,652,269
3/20/2016,17,T91,D32,750,553
3/20/2016,31,T86,D2,759,386
3/20/2016,151,T37,D44,275,246
3/20/2016,95,T58,D85,772,351
3/20/2016,8,T13,D36,356,234
3/20/2016,190,T17,D23,486,447
3/20/2016,176,T7,D59,253,325
3/20/2016,23,T20,D82,660,275
3/20/2016,133,T79,D53,644,543
3/20/2016,98,T6,D93,408,397
3/20/2016,94,T37,D62,687,764
3/20/2016,60,T49,D39,435,431
3/20/2016,178,T86,D71,732,773
3/20/2016,75,T56,D87,263,525
3/20/2016,89,T38,D16,313,415
3/20/2016,175,T42,D81,260,659
3/20/2016,22,T8,D8,374,570
3/20/2016,84,T11,D75,585,609
3/20/2016,11,T17,D75,551,508
3/20/2016,25,T75,D78,335,408
3/20/2016,177,T7,D15,743,329
3/20/2016,114,T40,D52,701,558
3/20/2016,171,T37,D67,737,317
3/20/2016,42,T35,D40,347,689
3/20/2016,9,T93,D14,575,459
3/20/2016,21,T6,D60,619,653
3/20/2016,133,T77,D94,579,800
3/20/2016,171,T5,D49,663,252
3/20/2016,170,T15,D30,760,688
3/20/2016,74,T87,D62,654,754
3/20/2016,41,T58,D39,543,581
3/20/2016,87,T72,D68,619,392
3/20/2016,134,T38,D19,781,507
3/20/2016,82,T8,D41,406,712
3/20/2016,192,T93,D5,578,752
3/20/2016,75,T2,D8,354,295
3/20/2016,13,T66,D36,530,444
3/20/2016,156,T55,D10,272,332
3/20/2016,151,T86,D69,376,787
3/20/2016,153,T62,D72,491,278
3/20/2016,48,T33,D32,334,320
3/20/2016,40,T47,D49,492,492
3/20/2016,150,T5,D24,332,246
3/20/2016,77,T41,D12,346,704
3/20/2016,89,T15,D98,292,537
3/20/2016,141,T6,D55,327,685
3/20/2016,94,T24,D94,590,794
3/20/2016,95,T5,D18,533,719
3/20/2016,117,T28,D7,528,610
3/20/2016,90,T41,D86,257,278
3/20/2016,52,T90,D42,666,526
3/20/2016,127,T100,D41,737,384
3/20/2016,36,T77,D96,527,444
3/20/2016,23,T55,D87,482,488
3/20/2016,79,T81,D99,776,719
3/20/2016,11,T79,D75,371,699
3/20/2016,182,T88,D65,674,291
3/20/2016,192,T18,D46,244,245
3/20/2016,166,T51,D44,694,625
3/20/2016,167,T74,D61,594,542
3/20/2016,15,T91,D98,543,452
3/20/2016,100,T24,D22,591,536
3/20/2016,114,T29,D77,436,209
3/20/2016,38,T53,D26,756,696
3/20/2016,89,T86,D97,634,536
3/20/2016,4,T12,D38,571,721
3/20/2016,39,T41,D63,452,716
3/20/2016,66,T28,D73,403,683
3/20/2016,71,T81,D98,405,619
3/20/2016,59,T21,D40,272,224
3/20/2016,121,T61,D72,573,545
3/20/2016,56,T22,D7,539,302
3/20/2016,140,T14,D97,507,610
3/20/2016,29,T63,D56,267,335
3/20/2016,62,T34,D95,467,482
3/20/2016,141,T32,D41,589,261
3/20/2016,48,T6,D83,501,376
3/20/2016,63,T82,D4,452,766
3/20/2016,114,T63,D77,632,760
3/20/2016,30,T84,D65,596,630
3/20/2016,35,T47,D90,202,344
3/20/2016,158,T85,D78,744,264
3/20/2016,134,T5,D89,632,715
3/20/2016,53,T76,D1,689,534
3/20/2016,151,T1,D84,238,448
3/20/2016,130,T55,D86,775,308
3/20/2016,61,T16,D95,640,501
3/20/2016,90,T31,D100,341,617
3/20/2016,132,T9,D51,312,581
3/20/2016,195,T26,D14,215,302
3/20/2016,199,T55,D95,413,311
3/20/2016,172,T78,D71,612,470
3/19/2016,177,T31,D71,545,226
3/19/2016,23,T95,D49,331,598
3/19/2016,156,T79,D21,770,747
3/19/2016,128,T31,D59,487,511
3/19/2016,132,T42,D93,595,702
3/19/2016,71,T4,D93,295,690
3/19/2016,41,T25,D77,362,595
3/19/2016,103,T26,D75,520,370
3/19/2016,30,T18,D83,388,591
3/19/2016,196,T98,D83,518,406
3/19/2016,83,T73,D27,697,251
3/19/2016,113,T98,D39,362,712
3/19/2016,35,T89,D94,438,207
3/19/2016,177,T60,D58,621,384
